16439_1_1_1	16439_1_1_1
16775_1_1_1	16775_1_1_1
16775_1_1_1	19164_1_1_1
17014_1_1_1	17014_1_1_1
17305_1_1_1	17305_1_1_1
17543_1_1_1	17543_1_1_1
17543_1_1_1	17544_1_1_1
17543_1_1_1	17540_1_1_1
17543_1_1_1	17538_1_1_1
17784_1_2_2	17784_1_2_2
18039_1_1_1	18039_1_1_1
18039_1_1_1	15694_1_1_1
18268_1_1_1	18268_1_1_1
18268_1_1_1	17621_1_1_1
18569_1_1_1	18569_1_1_1
18706_1_1_1	18706_1_1_1
18942_1_1_1	18942_1_1_1
19195_1_1_1	19195_1_1_1
19481_1_1_1	19481_1_1_1
19481_1_1_1	19480_1_1_1
19800_1_1_1	19800_1_1_1
25037_1_1_1	25037_1_1_1
25582_1_1_1	25582_1_1_1
25773_1_1_1	25773_1_1_1
26022_1_1_1	26022_1_1_1
26766_1_1_1	26766_1_1_1
27050_1_1_1	27050_1_1_1
27050_1_1_1	27049_1_1_1
27396_1_1_1	27396_1_1_1
27396_1_1_1	30404_1_1_1
30118_1_1_1	30118_1_1_1
30676_1_1_1	30676_1_1_1
31057_1_1_1	31057_1_1_1
31057_1_1_1	31056_1_1_1
31057_1_1_1	18944_1_1_1
31057_1_1_1	19511_1_1_1
31057_1_1_1	25849_1_1_1
34352_1_1_1	34352_1_1_1
34526_1_1_1	34526_1_1_1
34526_1_1_1	25135_1_1_1
34526_1_1_1	30458_1_1_1
34526_1_1_1	34528_1_1_1
34526_1_1_1	34603_1_1_1
34526_1_1_1	34604_1_1_1
34526_1_1_1	34605_1_1_1
36027_1_1_1	36027_1_1_1
50002_1_1_1	50002_1_1_1
50496_1_1_1	50496_1_1_1
50998_1_1_1	50998_1_1_1
51475_1_1_1	51475_1_1_1
11525_1_1_1	11525_1_1_1
15266_1_1_1	15266_1_1_1
15598_1_1_1	15598_1_1_1
16174_1_1_1	16174_1_1_1
16442_1_1_1	16442_1_1_1
16781_1_1_1	16781_1_1_1
17306_1_1_1	17306_1_1_1
17805_1_1_1	17805_1_1_1
17805_1_1_1	16908_1_1_1
18042_1_1_1	18042_1_1_1
18269_1_1_1	18269_1_1_1
18586_1_1_1	18586_1_1_1
18707_1_1_1	18707_1_1_1
19196_1_1_1	19196_1_1_1
19196_1_1_1	19193_1_1_1
19811_1_1_1	19811_1_1_1
25063_1_1_1	25063_1_1_1
25242_2_1_1	25242_2_1_1
25242_2_1_1	25242_1_1_1
25584_1_1_1	25584_1_1_1
25789_1_1_1	25789_1_1_1
26052_1_1_1	26052_1_1_1
26774_1_1_1	26774_1_1_1
27051_1_1_1	27051_1_1_1
27400_1_1_1	27400_1_1_1
30128_1_1_1	30128_1_1_1
30682_1_1_1	30682_1_1_1
34219_1_1_1	34219_1_1_1
34219_1_1_1	34218_1_1_1
36037_1_1_1	36037_1_1_1
50507_1_1_1	50507_1_1_1
50507_1_1_1	18505_1_1_1
51488_1_1_1	51488_1_1_1
11530_1_1_1	11530_1_1_1
15271_1_1_1	15271_1_1_1
15605_1_1_1	15605_1_1_1
15826_1_1_1	15826_1_1_1
15826_1_1_1	50010_1_1_1
16192_1_2_2	16192_1_2_2
16445_1_1_1	16445_1_1_1
16788_1_1_1	16788_1_1_1
17019_1_1_1	17019_1_1_1
17019_1_1_1	17018_1_1_1
17318_1_1_1	17318_1_1_1
17545_1_1_1	17545_1_1_1
18044_1_1_1	18044_1_1_1
18044_1_1_1	15741_1_1_1
18292_1_1_1	18292_1_1_1
18592_1_1_1	18592_1_1_1
18592_1_1_1	25560_1_1_1
18711_1_1_1	18711_1_1_1
18955_1_1_1	18955_1_1_1
19198_1_1_1	19198_1_1_1
19525_1_1_1	19525_1_1_1
19525_1_1_1	18776_1_1_1
17368_1_1_1	17368_1_1_1
17614_1_1_1	17614_1_1_1
18342_1_1_1	18342_1_1_1
18607_1_1_1	18607_1_1_1
18758_1_1_1	18758_1_1_1
19007_1_1_1	19007_1_1_1
19256_1_1_1	19256_1_1_1
19256_1_1_1	19066_1_1_1
19256_1_1_1	26541_1_1_1
19859_1_1_1	19859_1_1_1
25077_1_1_1	25077_1_1_1
25299_1_1_1	25299_1_1_1
26530_1_1_1	26530_1_1_1
26530_1_1_1	28058_1_1_1
26530_1_1_1	34424_1_1_1
26844_1_1_1	26844_1_1_1
27127_1_1_1	27127_1_1_1
30011_1_1_1	30011_1_1_1
30011_1_1_1	30009_1_1_1
30083_5_5_2	30083_5_5_2
30083_5_5_2	30083_6_6_2
30083_5_5_2	30083_7_7_2
30083_5_5_2	30083_8_8_2
30275_1_1_1	30275_1_1_1
30275_1_1_1	15393_1_1_1
30495_1_1_1	30495_1_1_1
30755_1_2_2	30755_1_2_2
34052_1_1_1	34052_1_1_1
36101_2_2_2	36101_2_2_2
50159_1_1_1	50159_1_1_1
50159_1_1_1	50160_1_1_1
50159_1_1_1	30760_1_1_1
50159_1_1_1	30761_1_1_1
50621_1_1_1	50621_1_1_1
51631_1_1_1	51631_1_1_1
11563_1_1_1	11563_1_1_1
15366_1_1_1	15366_1_1_1
15877_1_2_2	15877_1_2_2
16231_1_1_1	16231_1_1_1
16837_1_1_1	16837_1_1_1
17079_1_1_1	17079_1_1_1
17079_1_1_1	17072_1_1_1
17615_1_1_1	17615_1_1_1
18090_1_1_1	18090_1_1_1
18346_1_1_1	18346_1_1_1
18612_1_1_1	18612_1_1_1
18764_1_1_1	18764_1_1_1
19012_1_1_1	19012_1_1_1
19290_1_1_1	19290_1_1_1
19579_1_1_1	19579_1_1_1
19869_1_1_1	19869_1_1_1
25079_1_1_1	25079_1_1_1
25079_1_1_1	25396_1_1_1
25301_1_1_1	25301_1_1_1
25636_1_1_1	25636_1_1_1
26534_1_1_1	26534_1_1_1
26866_1_1_1	26866_1_1_1
27430_1_1_1	27430_1_1_1
27430_1_1_1	27429_1_1_1
27795_1_1_1	27795_1_1_1
30020_1_1_1	30020_1_1_1
30504_1_1_1	30504_1_1_1
30756_1_1_1	30756_1_1_1
34235_1_1_1	34235_1_1_1
34421_1_1_1	34421_1_1_1
36111_1_1_1	36111_1_1_1
50676_1_1_1	50676_1_1_1
51833_1_1_1	51833_1_1_1
11595_1_1_1	11595_1_1_1
15369_1_1_1	15369_1_1_1
15881_1_1_1	15881_1_1_1
16557_1_1_1	16557_1_1_1
16840_1_1_1	16840_1_1_1
16840_1_1_1	17447_1_1_1
17374_1_1_1	17374_1_1_1
17620_1_1_1	17620_1_1_1
17864_1_1_1	17864_1_1_1
18091_1_1_1	18091_1_1_1
18356_1_1_1	18356_1_1_1
18615_1_1_1	18615_1_1_1
18772_1_1_1	18772_1_1_1
19029_1_1_1	19029_1_1_1
19601_1_1_1	19601_1_1_1
19881_1_1_1	19881_1_1_1
19881_1_1_1	19714_1_1_1
25084_1_1_1	25084_1_1_1
25639_1_2_2	25639_1_2_2
34362_1_1_1	34362_1_1_1
34546_1_1_1	34546_1_1_1
34546_1_1_1	50748_1_1_1
36080_1_1_1	36080_1_1_1
50091_1_1_1	50091_1_1_1
50543_1_1_1	50543_1_1_1
51073_1_1_1	51073_1_1_1
51521_1_1_1	51521_1_1_1
11549_1_1_1	11549_1_1_1
15322_1_1_1	15322_1_1_1
15632_1_1_1	15632_1_1_1
16198_1_1_1	16198_1_1_1
16497_1_1_1	16497_1_1_1
16497_1_1_1	25920_1_1_1
17045_1_1_1	17045_1_1_1
17358_1_1_1	17358_1_1_1
17595_1_1_1	17595_1_1_1
17827_1_1_1	17827_1_1_1
17827_1_1_1	30659_1_1_1
18086_1_1_1	18086_1_1_1
18325_1_1_1	18325_1_1_1
18325_1_1_1	18322_1_1_1
18604_1_1_1	18604_1_1_1
18729_1_1_1	18729_1_1_1
18729_1_1_1	26004_1_1_1
18971_1_1_1	18971_1_1_1
18971_1_1_1	17529_1_1_1
19231_1_1_1	19231_1_1_1
19843_1_1_1	19843_1_1_1
19843_1_1_1	17551_1_1_1
25599_2_1_1	25599_2_1_1
25797_1_1_1	25797_1_1_1
26312_1_1_1	26312_1_1_1
26810_1_1_1	26810_1_1_1
27086_1_1_1	27086_1_1_1
27413_1_1_1	27413_1_1_1
27780_1_1_1	27780_1_1_1
30007_1_1_1	30007_1_1_1
30007_1_1_1	34301_1_1_1
30007_1_1_1	30006_1_1_1
30007_1_1_1	34299_1_1_1
30186_1_1_1	30186_1_1_1
30481_1_1_1	30481_1_1_1
30725_1_1_1	30725_1_1_1
34047_1_1_1	34047_1_1_1
34229_1_1_1	34229_1_1_1
34229_1_1_1	34227_1_1_1
34383_1_1_1	34383_1_1_1
34383_1_1_1	25272_1_1_1
34383_1_1_1	25590_1_1_1
34550_1_1_1	34550_1_1_1
36085_1_1_1	36085_1_1_1
50094_1_1_1	50094_1_1_1
50593_1_1_1	50593_1_1_1
51532_1_1_1	51532_1_1_1
15324_1_1_1	15324_1_1_1
15871_1_1_1	15871_1_1_1
16216_1_1_1	16216_1_1_1
16497_1_2_2	16497_1_2_2
16497_1_2_2	25920_1_2_2
16497_1_2_2	17433_1_1_1
16831_1_1_1	16831_1_1_1
17050_1_1_1	17050_1_1_1
17364_1_1_1	17364_1_1_1
17598_1_1_1	17598_1_1_1
18328_1_1_1	18328_1_1_1
18606_1_1_1	18606_1_1_1
18732_1_1_1	18732_1_1_1
18986_1_1_1	18986_1_1_1
19251_1_1_1	19251_1_1_1
19848_1_1_1	19848_1_1_1
25071_1_1_1	25071_1_1_1
25071_1_1_1	25070_1_2_2
