18221	18221
27984	27984
27984	17132
6781	6781
27867	27867
50427	50427
17451	17451
5633	5633
5633	5653
34173	34173
34104	34104
34104	34103
34104	27262
34104	18324
15312	15312
7170	7170
19533	19533
19449	19449
19449	16995
19200	19200
5100	5100
5100	16779
5100	5309
34640	34640
19299	19299
5199	5199
30925	30925
30925	30676
50219	50219
4786	4786
4786	4785
10095	10095
16593	16593
16593	15474
16593	25155
16593	5011
16593	4886
16593	4881
16593	1673
10101	10101
25983	25983
16927	16927
50314	50314
4768	4768
4768	18615
5547	5547
34393	34393
11223	11223
11254	11254
11254	16338
11254	6176
17752	17752
7204	7204
28043	28043
15088	15088
5810	5810
5984	5984
18155	18155
4222	4222
4222	27246
16040	16040
16040	4371
16040	17973
27633	27633
25170	25170
28133	28133
34399	34399
34399	50273
5917	5917
5917	10023
7303	7303
15161	15161
15161	15173
7297	7297
34300	34300
17622	17622
17622	34466
25194	25194
25194	25193
6946	6946
4352	4352
4352	4293
4352	6061
18025	18025
6585	6585
20110	20110
19370	19370
19370	5544
19370	5103
19370	16340
19370	4581
19370	30017
19370	5838
19370	5189
19370	17866
19370	4856
19370	26956
19370	15594
19370	31007
19370	19369
19370	4099
19370	4430
19370	5206
19370	5895
19370	4105
19370	18854
19370	18425
19370	4892
19370	4285
19370	5127
19370	4001
19370	26738
19370	4982
19370	5247
19370	19371
30575	30575
51598	51598
5070	5070
17212	17212
30502	30502
30502	30501
25989	25989
25989	25990
25447	25447
27290	27290
10006	10006
18581	18581
6021	6021
27209	27209
15679	15679
15679	11211
15679	11230
15679	26593
15679	50015
15679	25308
11531	11531
34481	34481
19155	19155
11546	11546
4867	4867
4867	4863
4867	4858
25662	25662
25662	30394
25662	30395
10254	10254
25718	25718
5665	5665
19948	19948
5786	5786
5786	19143
34152	34152
34152	27303
15344	15344
15344	7371
6739	6739
27566	27566
27566	27619
18277	18277
18394	18394
18394	18387
6643	6643
6643	5599
6643	50998
16315	16315
27831	27831
15243	15243
15243	16833
15243	25391
34055	34055
34022	34022
34022	26552
